graph,Question,Essay,image_number,Type,argument_clarity(ground_truth),justifying_persuasiveness(ground_truth),organizational_structure(ground_truth),coherence(ground_truth),essay_length(ground_truth),grammatical_accuracy(ground_truth),grammatical_diversity(ground_truth),lexical_accuracy(ground_truth),lexical_diversity(ground_truth),punctuation_accuracy(ground_truth)
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%87106.png,"The plans below show a student accommodation buildings 2010 and now.Summarise the information by selecting and reporting the main features, and make comparisons where relevant","The plans show how an accommodation building for students has changed from 2010 until the present.
In 2010 the under-roof housing plan was slightly smaller than what it is now. Previously, there were more outdoor garden areas. There has been various changes done under the roof as well. In 2010 the original design was to only have three student bedrooms with one bathroom to share. Now, the design shows that there are 5 bedrooms, four will need to share a bathroom and the fifth bedroom has an en-suit room.
To make the extra bedroom possible, the architect removed the living room and changed it into a bedroom. The kitchen now doubles up as a place to cook as well as socialize. The hallway is also slightly smaller to accommodate the en-suit room.
In 2010 there were three outdoor designated gardens. One at the back, one at the front and one on the left hand side of the student residence. Presently, there is only one at the back of the accommodation. The garden behind the residence is slightly longer, however, the outdoor area next to the living room does not exist. The garden area at the front is now a parking area for cars.",multi_image,map,3.5,4,3.5,4,5,4,3.5,3.5,4,4.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8796.png,The picture below shows the plan of a museum in 1998 and after some changes were made in it in 2008. Summarise the information by selecting and reporting the main features and make comparisons where relevant.Write a report for a university lecturer describing the information shown below.,"These pictures provide information about changes done to the museum between 1998 and 2008. The first one illustrate its condition in 1998 and second gives details from 2008.
According to the pictures, there has been significant alterations in some areas of museum whereas at some points no clear change has been done. Overall some areas benefited from an increase in total area and some exhibited decline in such category.
The areas taken from permanent exhibition rooms were allocated to form restarurant in the upper left corner of museum. In addition to that, some parts of the garden became cafe sitting area in front of the cafe. More than that, the fountains were added to the garden also. The WC part of the museum transferred to the place next to cafe and temporary exhibition room were moved to the left middle of the museum. Tickets and entrance and exit points showed no change with the exception of shop and bags and coat places changed to the left of the museum.",multi_image,map,3.5,3,3,3.5,3.5,3,3,3,3,5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8796.png,The picture below shows the plan of a museum in 1998 and after some changes were made in it in 2008. Summarise the information by selecting and reporting the main features and make comparisons where relevant.Write a report for a university lecturer describing the information shown below.,"The figure illustrates the changes in museum space provided in 2008 in compatison with 1998. It can be clearly seen that the area of permanent exhibition was decresed and more additional facilities appeared.
Getting back to the details, facilities that had been placed to the right of the entrance were replaced by a part of permanent exhibition. Shop and room for keeping bags and coats were transfer to the left side instead room for temporary exhibitions and the new WC was opened inside cafe area. Tempopary exhibition room is currantly located to the left of garden and restaurant was opened juat beyond this exhibition room. The space of current temporary exhibition room and restaurant was previously occupied by permanent exhibition. So this space was decreased after modernisation of the museum.
The garden placed in the centre of the museum was also modernised. There are cafe sitting area and fountains now in the garden.",multi_image,map,2,2.5,3,3,3.5,3.5,2.5,2.5,3,5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8796.png,The picture below shows the plan of a museum in 1998 and after some changes were made in it in 2008. Summarise the information by selecting and reporting the main features and make comparisons where relevant.Write a report for a university lecturer describing the information shown below.,"The plan of a museum in 2008 had various changes comparing with the plan in 1998.The report will be divided into 2 sections. The first section is to summarising the information by selecting and reporting the main features.Making comparions where relevant is the main context in the second section.
Firstly,I am going to summarize the two plan comparatively.Viewing the plan in 1998,several large areas in the museum were for Permannent Exhibition Rooms,located in the both sides of the museum.The other funtions of the museum, such as Tickets Ebtrance,shop and so on, gathered in the south part of the museum.As for the plan in 2008, the Permannent Exhibition Rooms were placed in the east side of the museum.The other funtion were arranged in the east side.
Finally,I will make comparisons between them.The isolation of different funtions in the 2008's plan was clearer than the isolation in 1998's plan. What's more, comparing with the plan in 1998, 2008's garden had more functions,including cafe sitting area and fountains.
That'all my report.",multi_image,map,3.5,2.5,3,3,2.5,2.5,3,3,2.5,2.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8796.png,The picture below shows the plan of a museum in 1998 and after some changes were made in it in 2008. Summarise the information by selecting and reporting the main features and make comparisons where relevant.Write a report for a university lecturer describing the information shown below.,"The previous and current layouts of a museum were demonstrated in the pictures.
Overall, while the permanent exhibition room on the west side of the building was replaced by temporary exhibition room and a restaurant, the other permanent rooms on the east end were remained and even enlarged. Additionally, the garden in the centre of the museum was renovated by adding fountains and a sitting area.
In the former plan of the museum in 1998, an entrance in the south side of the museum leads to a garden in the centre of area which was surrounded by large permanent exhibition room and a middle sized temporary exhibition room in the west end, two permanent exhibition rooms in the east side and a cafe in the north side. Next to the entrance, there is a space for a shop and a toilet.
Regarding to the changes in the present plan in 2008, the spacious permanent room was converted to a temporary exhibition room and a restaurant. The tickets area and garden remained in the same position. Nonetheless, the central garden was decorated by building two fountains and a cafe sitting area. The east wing of the complex was entirely allocated to three separate permanent exhibition rooms. Furthermore, the shop was moved to west side of the entrance, and the WC was rebuild next to cafe in the north end.",multi_image,map,2.5,4,4,4,3,3.5,3.5,3.5,3.5,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8796.png,The picture below shows the plan of a museum in 1998 and after some changes were made in it in 2008. Summarise the information by selecting and reporting the main features and make comparisons where relevant.Write a report for a university lecturer describing the information shown below.,"The figure shows plans of a museum in 1998 and in 2008, after suffering some changes. The main differences in both plans are the layout of the building and the addition of new facilities.
In 1998, once you entered the museum you would first encounter the entrance/ exit and the thickets shop. On the left, there was a temporary exhibition room and on the right, there was a shop, the bathroom and a bags and coat hanger.
At that time the museum had three permanent exhibition rooms: one on the left, next to the temporary exhibition room, and two on the right, adjacent to the shop and WC.
Separating 2 exhibition rooms, at the top of the plan, there was a cafe. All the spaces mentioned surrounded a central garden.
Similar to 1998, in 2008, people would find a ticket shop in the space designated as an entrance and exit. However, on the left, now is a permanent exhibition room, whereas on the right there's a shop and a bags and coat hanger. The museum still possesses three permanent exhibition rooms, all of them on the right side of the building.
On the left side, adjacent to the shop and hanger there's a temporary exhibition room and next to it a restaurant. At the top of the plan, there's a cafe and a bathroom next to the restaurant and one of the permanent exhibition rooms, respectively.
Just like in 1998, there's a central garden. However, this garden now has new components such as fountains and a cafe sitting area close to the cafe.
In conclusion, the museum in 2008 is much more modern and developed than in 1998. In fact, the building became a facility that welcomes not only people interested in visiting the many exhibitions but also those that just want to have a meal or a cup of coffee in the garden with friends.",multi_image,map,4,3.5,4,4,4,4.5,4,4,4,4.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8796.png,The picture below shows the plan of a museum in 1998 and after some changes were made in it in 2008. Summarise the information by selecting and reporting the main features and make comparisons where relevant.Write a report for a university lecturer describing the information shown below.,"The picture illustrates different areas of a museum in 1998 and alterations made in 2008.
The museum consists of a garden located in the heart of the plan, with exhibition rooms, tickets entrance, shop, toilet, cafe, and bags and coats surrounded by.
Take a look of the plan, in 1998, most of the areas in museum were permanent exhibition rooms and a garden in the center of it, however in 2008 exhibition rooms originally on the left side had been replaced with restaurant, temporary exhibition room, bags and coats, and finally the shop.
Although garden maintains the same but be added with cafe sitting area and 2 fountains and parts of the area of cafe was distributed to WC after alterations in 2008.
Currently, all of the permanent exhibition rooms are on the right side of the museum while others are on the left. Bags and coats , temporary exhibition room occupy a larger area than before the renovation of the museum.",multi_image,map,3.5,3,3,3,4,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8796.png,The picture below shows the plan of a museum in 1998 and after some changes were made in it in 2008. Summarise the information by selecting and reporting the main features and make comparisons where relevant.Write a report for a university lecturer describing the information shown below.,"The diagrams show two different floor plans for a Musuem. Both diagrams show that the Entrance/Exit and ticketing space stayed the same in 2008 as in 1998. On the right of the ticketing counter for the 1998 floor plan we see spaces split for the shop, WC, and storage space for bags and coats. The temporary exhibition room is located on the left of the entrance/exit and seems smaller in 1998 as compared to the area we see for the temporary exhibition room we see in the 2008 plans. The 2008 floor plan shows the shifting of the storage space for bags and coats and the shop to the left of the ticketing counters. The right hand side space in the 2008 plans is being used as part of the permanent exhibition rooms.
The 1998 floor plans show that the permanent exhibition rooms, and the cafe, as well as the temporary exhibition room, ticketing counter, and shop were situated around a central garden. The cafe split the permanent exhibition rooms into two sides of the garden. The 2008 changes in the plans indicate that while the permanent exhibition rooms were moved to be on right side of the garden, a portion of garden was carved out to work as a sitting area for the cafe. A restaurant was also added next to the cafe right past the temporary exhibition room which is now sits on the other left side of the garden. The garden was renovated to include two new water features in the form of fountains. The WC is now located next to the cafe adjoining the permanent exhibition rooms.",multi_image,map,3.5,4,2,4,4,3,4,4,4,4.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%8716.png,"The chart below shows global sales of the top five mobile phone brands between 2009 and 2013.Write a report for a university, lecturer describing the information shown below.","The provided bar chart presents the mobile phone revenue of market-dominated brands including Samsung, Apple, Nokia, LG and ZTE between 2009 and 2013.
Overall, the mobile phone market was mainly dominated Samsung and Nokia, whereas Apple's sales witnessed a significant surge in these periods.
To delve deeper, in 2009, Nokia was the biggest brand that gain the most revenue about $440mn, followed by Samsung $230mn and LG $120mn, respectively. Meanwhile, Apple was the least market share with about $25mn of sales.
However, we can see that Samsung got the great performance and taken down the Nokia to be the biggest brand in 2013, they got $450mn of revenue compared to $250mn by Nokia. Apple was the 3rd rank which gain sales exceed the LG also, $150mn and $80mb, respetively. Note that ZTE revenue was steadily in the periods about $50mn - $60mn in the periods.",single_image,bar_chart,3.5,3.5,3,4,3,2.5,3,3,4,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%8716.png,"The chart below shows global sales of the top five mobile phone brands between 2009 and 2013.Write a report for a university, lecturer describing the information shown below.","The bart chart shows us the quantity of phone which are sales by brand at every 2 years.
Both, Nokia and Samsung have the biggest part of the market . Conversely, the thirds others brands, sold few mobile so far.
Firstly, Samsung increased these own sales each by at least 20, from 230 in 2019 to 450 in 2013. On the other hand, Nokia started with roughtly 450 in 2009 to drop out sharply to 250 in 2013.
On the other side, Apple began with a little bit quantity from 25 to go up to 150. In comparison, LG drop down until 80. In overwhole, global sales of ZTE remain the same between these three years, with between 50 and 60 of phone sales.
To conclude, the graph shows us, 2 majors concurent in the market and in the other side, 3 brands who try to catch up part of the market.",single_image,bar_chart,2.5,3,3,2.5,2.5,2,2,2,2,2
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%8716.png,"The chart below shows global sales of the top five mobile phone brands between 2009 and 2013.Write a report for a university, lecturer describing the information shown below.","The bar chart below illustrates the sales on five different mobile phones brand (Samsung, Apple, Nokia, LG, ZTE)on a global scale between the years 2009 and 2013.
Overall, it is clear that the brands, the most sold were Samsung and Nokia while Apple, LG and ZTE were the least sold. However, Samsung, Apple and ZTE showed an increase in their sales, meanwhile Nokia and LG decreased throughout the years.
Samsung increased significantly its sales going from around 200 in 2009, reaching 450 in 2013. In 2009, Apple had almost zero sales in 2009, but went up gradually reaching in 2011 almost 100 sales and in 2013 the trading went up to 150. The value of ZTE, remain steady throughtout the years; in 2009 was 50 and in the final year was a slightly above 50.
In 2009, Nokia was first in the market sales with almost 450 sales and a little below 450 in 2011(showing a slight decrease), however in 2013 the sales drop drastically to 250. Lg, had a little above 100 sales in 2009, but this value decreased slowly throught the years going under 100 in 2011 and again 2013.",single_image,bar_chart,3.5,4,4,4,4.5,3.5,3.5,3.5,3,5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%8716.png,"The chart below shows global sales of the top five mobile phone brands between 2009 and 2013.Write a report for a university, lecturer describing the information shown below.","This bar chart descraibe the sales of diffrent brand on phone of the period of 2009, 2011 and 2013.
Overall, it can be clearly seen from the chart there is highest and lowest sales between the company and there big challings from this brands.
First of all, Samsong and Nokia the two large sales on the year of 2009, even when see the samsong have the more little high but it is close to other.
While, when continue on same year will see how Apple have the low sales between other brands. But if focus for this company will notes that the sales become high year after years and that descraibe the Apple work on this devise and the represintive fot iphone.
To sum up, there is a big challinge between Samsung, Apple, Nokia LG and ZTE. Also can clearly see some company lost while the other take more sales for devises they have.",single_image,bar_chart,2,2.5,2.5,2,3.5,2,2,2,2,2.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","Flooding is a serious problem that affetcs people all arround the world, it can destroy entire communities and end people lives. Natural catastrofes like flooding, huracanes and many others don°‰t occure every day, anticipation is key. The diagrams show how houses can be protected in areas wich are prone to flooding.
The diagrams show on the one hand where there is a stopbank and on the other hand where there is no stopbank. To raise buildings ais very important in this matter. Ground level and flood level must be taken in account.
The starting point is the ground level that must be mesure against the 100-year flood level. The boulding must be raised from the ground level so that the house florr level is 300 mm above the 100-year flood level. The river/dam and the internal runoff are the extreme factores.
Both diagrams show how to prevent bouldings from flooding with the main difference of of the stopbank.",single_image,flow_chart,3.5,3,3,3.5,3.5,2.5,2,2,2.5,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","This picture illustrates the importance of the stopbank in protecting houses located in areas where flooding occurs often.
In particular, the first image explains how level of water can be lowered thanks to a stopbank, which consists in an increase level of the ground. The presence of the stopbank allow a reduction of the water level. Moreover, another relevant feature of the stopbank is the presence of the floodgate. This makes possible the exit of the water in excess. Indeed, internal runoff could cause an incontrolled increase of the water level. Thus, the floodgate is very important to mantain stable the level of water. Regardless of the presence of the stopbank, buildings should not touch the ground. They should be elevated in order to allow a higher level of the water without causing damages to the houses.
In conclusion, it seems clear that a stopbanck could be a safeguards for buildings which are built in areas prone to flooding.",single_image,flow_chart,4,3,3,4,4,2.5,3,3,3.5,3.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","The given picture represents the way how houses around the coastline could be prevented from the flood.
Overall, there are two ways to do this. The first one is using a stopbank. The other one is raising the house under the 100 year flood level. Also we can use a mix of them.
According to the picture, the stopbank is a useful way to prevent flooding by building a little dump between the house and the river. Before constructing it we should know the level of the flood around the previous 100 years and our dump should be higher. Moreover, the stopbank will make an internal pond which will be created by internal runoff, accordingly we should give water to return back to the river via floodgate.
Additionally, it is shown that we could use piles to raise a building above water. In doing this we should carry about 300 mm freeboard between the house flood and the water level.",single_image,flow_chart,4,3,4,4,3.5,3,3,3,3,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","Both diagrams involve a 100-year flood level, both diagrams tell us that a raised building is involved, there's a freeboard of 30mm, the building is raised and both diagrams show that there's flooding involved. However for diagram 1 it tells us that the water level is closer to the ground as compared to diagram 2 so that means it's less likely for the house to get destroyed in diagram 1 compared to diagram 2 this is because there's a stopbank present in diagram 1 to reduce the amount of flooding. The Berm in diagram 1 allows the water to take a steeper path so that it reduces the risk of flooding so that the house in diagram 1 is less likely to get destroyed as compared to the house in diagram 2. In diagram 1 there's a floodgate to control the amount of water flowing and it's not present in diagram 2.",single_image,flow_chart,2,2.5,2,2,2,2.5,3,3,2,2.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","The schemes compare two different methods of defence for homes that can be easily affected by floods. Overall, they show flood protection with and without a stopbank, while the at-risk home is raised higher above ground level in two pictures.
The first diagram depicts how a stopbank acts as a natural barrier to prevent river water from flooding. The stopbank is a small mound of land next to the river that is higher than the 100-year-flood level and prevents the drain from overwhelming its banks. Nearby buildings can be built on stilts to prevent flooding from rainwater as well as the water passing through the floodgate beneath the stopbank, resulting in an area of °Æinternal ponding.°Ø
If it had not been a stopbank, as described in the second diagram, there would have been nothing to stop the river from flooding. In this case, the solution is to put homes on stilts much higher than the one in the first picture. The height of the stilts is measured to ensure that the floor of the house is three hundred meters above the 100-year-flood level regardless of how deep the water area is under the house. This measure is called the °Æfreeboard.°Ø",single_image,flow_chart,3.5,4,4,4.5,5,5,4.5,4.5,4,4.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8763.png,The diagrams below show the existing ground floor plan of a house and a proposed plan for some building work.Summarise the information by selecting and reporting the main features and make comparisons where relevant.,"The suggested plan of the ground floor plan of this house has been illustrated in the diagram. It shows the already existing floor plan and the proposed changes made to the floor plan.
Overall, the main changes that have been made, is that the hall has been removed from the floor to enhance the space of the living room. Meanwhile the kitchen have added furniture in the changed diagram and the doors leading through the kitchen to the living room has changed location.
The kitchen in the existing floor plan contained no furniture. Meanwhile the proposed changes to the kitchen added furniture, but made the kitchen overall smaller. The hallway has been completely removed in the revised floor plan, making room for double doors leading into the living room. These alterations in the structure of the floor has expanded the area of the living room, making it more spacious than in the existing floor plan.
In conclusion, these changes would remove the hallway from the floor making the living room overall larger.",multi_image,map,3,3.5,4,4,4.5,2.5,3.5,3.5,3,3.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8763.png,The diagrams below show the existing ground floor plan of a house and a proposed plan for some building work.Summarise the information by selecting and reporting the main features and make comparisons where relevant.,"The diagram illustrates suggested impovements planned for the ground floor of a building
The hall in the middle of the floor will be removed and the respective space will be added to the living room. Therefore, there will be no more wall between the living room and that area that is occupied by the hall at the moment. At the same time the wall between the living room and the kitchen as well as stairs will be moved towards the windowless wall and stairs will be reformatted in a spiral shape.
Some other less important changes will include installation of kitchen furniture in the kitchen, deployment of 2-pieces door between the living room and the kitchen and removal of the storage space under stairs.
In conclusion, it can be stated that the most important change to the ground floor will be it reformatting into 2 rooms. Some other changes will be also implemented with regards to the walls, doors and other items.",multi_image,map,3,3.5,3.5,3.5,3.5,4,4,4,3,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8763.png,The diagrams below show the existing ground floor plan of a house and a proposed plan for some building work.Summarise the information by selecting and reporting the main features and make comparisons where relevant.,"The given diagrams illustrate to projects of a ground floor of a house. The first one show the floor how is it now while the second shows the proposed plan for some changes.
Overall, the main work will be focused in the hall area with the purpose to create more space and connect the living room with the hall and in the kitchen where a new section is added.
To have more space, the left wall along with the storage is going to be removed. Doing so, the stairs are going to be positioned right in front of the entrance, where internal doors are now.
Dividing the kitchen from the right area, are going to be the internal doors that are going to be positioned at the right of the entrance and the right internal wall. Also, as a result, to access the kitchen is going to be through the internal doors. An element that is added at this plan is the kitchen furniture that is left to the kitchen.",multi_image,map,4,3,3.5,3,4.5,2.5,3,3,3,3.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%876.png,"The bar chart below shows the numbers of men and women attending various evening courses at an adult education centre in the year 2009. The pie chart gives information about the ages of these course participants.Write a report for a university, lecturer describing the information shown below.","The diagrams illustrate the ages and the amount of people of different genders who took part in a variety of evening programs at an educational center in a certain year.
It is conspicuous that there were remarkable differences in the categories of courses that men and women chose. To be more specific, the largest difference could be seen in the language course where the numbers of males and females were 20 and 40 respectively. Then it was followed by the data in drama where the number of women was 20 while the number of men was 10. The opposite could be seen in the figures of two genders in the sculpture course where the amount of men outnumbered that of women, being at 10 and about 6 separately.
As for the divergent age groups who joined these courses, people who aged 50 or over consisted the largest proportion with its figure at 42%. Next came the data of individuals aged at 40-49 being at 26%. The resemblance could be found in the percentages of people in the age groups of 30-39 and 20-29, which accounted for 16% and 11% separately. On the contrary, the smallest data could be seen in the age group of aged under 20, which only comprised 5%.
To sum up, the amount of women who preferred the language course far exceeded that of men while the number of men outnumbered women in the sculpture course. Besides, people who aged over 50 liked attending the evening courses.",multi_image,composite_chart,3,4,4,4,4,4,4,4,3.5,4.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%876.png,"The bar chart below shows the numbers of men and women attending various evening courses at an adult education centre in the year 2009. The pie chart gives information about the ages of these course participants.Write a report for a university, lecturer describing the information shown below.","The bar graph illustrates how many women and men attended drama, painting, sculpture and language courses in 2009 at an adult education centre while the pie chart provides data in regard to the ages of the course takers.
Overall, most women than men attended drama, painting and language courses and sculpture reported in general, the less number of people enrolled. Overall, people aged 50 or over participate to the indicated evening courses while people under 20 are the minority.
According to the bar graph, only 10 men attend drama classes while for women the number double up. The painting course shows a slight difference between the number of men and women participating, above 20 for men and 30 for women. The language course report on average the highest number of people enrolled, 20 men and 40 women. Sculpure has the lowest number of attandences.
The pie chart illustrates that mostly people aged 50 or over attended those evening courses, 42% respectively. to follow, 26% of the enrolled people are aged between 40 and 49 years old. A slight difference of percentage there's among people aged 30-39 and 20-29, 16% and 11% respectively, Only the 5% of the people is aged under 20.",multi_image,composite_chart,4,3.5,4,3,4.5,3,3,3,3,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%876.png,"The bar chart below shows the numbers of men and women attending various evening courses at an adult education centre in the year 2009. The pie chart gives information about the ages of these course participants.Write a report for a university, lecturer describing the information shown below.","The given graphs illustrate the gender (bar chart) and age (pie chart) distributions of adult people that attended different evening courses at an education centre in 2009.
Overall, we can see that, generally, there were more women than men in each class (excepted in sculpture) and the majority of partcipants were 50 years old or over.
Language course was the most popular one, with 60 people (40 females and half males), while sculpture had the lowest number of participants (10 men and almost 5 women). Painting and drama lessons were the second and the third most popular classes, respectively. In particular, 30 females and nearly 25 males chose painting, while 20 women and 10 men prefered drama class.
Furthermore, looking at the pie chart it is clear that only a small number of young people attended these courses (16% of under 29). On the contrary, the 42% of people was 50 or over and the 26% was between 40 and 49 years old. The last 16% was represented by people from 30 to 39 years old.",multi_image,composite_chart,3.5,4,3.5,4,4.5,3.5,4,4,3,4.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%876.png,"The bar chart below shows the numbers of men and women attending various evening courses at an adult education centre in the year 2009. The pie chart gives information about the ages of these course participants.Write a report for a university, lecturer describing the information shown below.","Information about the number of participants in evening courses in 2009 (either women or men) is provided by the bar chart, whereas the pie chart focuses on the age of those people.
Overall what stands out is that language courses are the most attended ones by women with 40 participants, 10 more than the painting courses among women, whereas for men it is close between painting and languages with 25 and 20 participants, respectivly. As far as the age group of them goes, most of them are over 50 with the staggering 42% which is 16% more than the second most popular age group which is people betweem 40 and 49 years of age.
Furthermore, men had 10 participants in both drama and sculpture classes, whereas women had double that in drama courses and only 5 in sculpture. People between the age of 30 and 39 made up 16% of participants, while 11% were from 20 to 29 years of age and those aged under 20 came up to only 5% of all people.",multi_image,composite_chart,3.5,4,3.5,4,4.5,4,3.5,3.5,4,5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%876.png,"The bar chart below shows the numbers of men and women attending various evening courses at an adult education centre in the year 2009. The pie chart gives information about the ages of these course participants.Write a report for a university, lecturer describing the information shown below.","The bar chart depicts the figure for men and women who joined four different evening classes at an adult education center in 2009 while the pie chart illustrates the proportion of participants°Ø age, divided into five groups.
Overall, it can be seen that women participated more than men in every course, except sculpture. Additionally, the majority of the classes was elders who were 50 years old or over.
Looking at the detail, painting and language were the most popular subject among men and women respectively. Moreover, females joined drama and painting more than males by 10 people. For language course, 20 men attended the class while the number of women were two times higher than that of men, accounting for 40 people. On the other hand, sculpture was the least popular among women and the figure for women participating in this class was lower than the number of men by 10 people.
Regarding ages, 68% of the participants were people over 40 years old, 26% for the 40-49 age group and 42% for the over-50 age group. The remaining 32% was people under 39 years old, including 5% of children who were under 20 years old which was the minority group.",multi_image,composite_chart,4,4,3.5,4,5,3,4,4,3,5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data1/%E5%9B%BE%E7%89%876.png,"The bar chart below shows the numbers of men and women attending various evening courses at an adult education centre in the year 2009. The pie chart gives information about the ages of these course participants.Write a report for a university, lecturer describing the information shown below.","The bar chart illustrates the quantity of male and female attendance of different evening classes at a centre of adult education over the year 2009, while rates of age groups of the centre attendee are represented in the pie chart.
Overall, it is clear from the first chart that women tended to take part in varying courses more than men, especially this difference is noticeable in the results of language learning studies. From the second chart, it is obvious that such activities were mostly visited by older people, which means the older person was in 2009 the bigger proportion one had in visiting.
Firstly, opposite sexes differed in the frequency of attendance and in their preferred courses. Women were the most likely to study language at the centre and their amount increased to 40, while results for men showed that they were coming the most to painting activities, and the number of men in that class was around 25. Besides, the courses that reached a minimum in female attending were drama and sculpture classes with 10 female students each. However, the number of males attending fell to the lowest number for the sculpture course.
Secondly, the age groups have various percentages during 2009. The majority of people at the adult education centre, which made up 42%, were more than 50 years old. In contrast, students who were above 20 form only 5% of the total. Also, the big chunk of attendees were men and women aged from 40 to 49 put together 26%.",multi_image,composite_chart,4,4,4.5,4,3.5,3,3.5,3.5,4,4.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%87101.png,"The pie charts below show how dangerous waste products are dealt with in three countries.Write a report for a university, lecturer describing the information shown below.","we can see below a pie chart for different ways of dealing with dangerous wastes in different countries.
recycling seems to be the most popular way of disposing of wastes in republic of korea, taking 55%. but as you study the percentages in sweden and united kindom, you fin they have considerably far less popularity. since recycling might be expensive, underground digging may be found very economical for the united kingdom, with 82% of it's waste being dealed with by underground digging. again, underground digging has the greatest percentage in the united kingdom. united kingdom does have a remarkable fourth category which the other two ocuntries seem to lack, albeit a dangerous one for marine life; dumping at sea, which equally matches chemical treatment percentage. moving on to sweden, it seems underground dominates the chart.
while re-checking the overall pie charts given, sweden seems to be the most ordered of the three, being one of he most developed countries in the world.",multi_image,pie_chart,3.5,3,3,3,3.5,2,3,3,2,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%87101.png,"The pie charts below show how dangerous waste products are dealt with in three countries.Write a report for a university, lecturer describing the information shown below.","The three pie graphs provide information on which methods is used to deal with hazardous waste products by Republic of Korea, Sweden and the UK.
Overall, the main stricking feature is that every countries has a primary way to engage with dangerous end-of-life materials, despite using equally all of them.
The specialisation is particulary clear in the UK where the waste burryed underground cover 82% of the total, whereas in both Republic of korea and Sweden the main way of dealing with it is less then three-quarters of the total. Although for the UK and Sweden the method used is dump the materials underground, Republic of Korea favorites recycling, a process that is not used in the UK and covers only 25% in Sweden.
It is also evident that Republic of Korea and Sweden proceed in two secondary ways, which sees incineration as a last resources (9% and 20% respectively), while the 18% of the UK uncoverd by the undergorund method is split evenly between chemical treatment and dumping at sea (processes not empolyed by the other nations) and only a mere 2% get destroyed by fire.",multi_image,pie_chart,3,3,3.5,4,5,3,2.5,2.5,3,3
